Ia,Ib,VDC,IDC,T1,T2,T3,VD,FDD
498,517,507,507,497,471,483,510,F3
504,517,508,507,497,471,483,509,F3
502,517,508,506,497,472,483,510,F3
503,516,507,508,497,471,483,510,F3
501,515,508,507,497,471,486,509,F3
502,514,509,505,497,472,482,509,F3
505,516,507,506,498,474,483,509,F3
503,517,506,506,497,472,483,511,F3
504,516,508,507,497,471,483,509,F3
505,514,510,506,497,471,481,509,F3
506,514,508,508,497,472,483,509,F3
505,514,509,508,498,472,483,510,F3
496,505,510,508,497,471,484,509,F3
489,501,509,506,497,471,484,510,F3
482,496,507,506,498,473,483,510,F3
476,493,509,508,497,473,483,510,F3
470,487,509,507,498,471,483,509,F3
460,485,508,506,472,471,481,508,F3
447,486,507,508,497,471,483,509,F3
424,497,509,506,498,471,483,510,F3
409,510,507,506,498,467,483,510,F3
398,520,506,507,497,472,483,509,F3
385,535,508,508,498,471,482,511,F3
369,553,507,508,498,472,483,509,F3
366,570,507,507,498,471,483,509,F3
366,589,508,507,496,472,484,509,F3
373,605,506,507,498,471,483,508,F3
378,614,506,506,497,481,483,511,F3
387,620,509,507,498,472,483,508,F3
399,619,508,508,501,472,491,509,F3
405,618,509,507,498,471,483,510,F3
406,610,508,507,498,482,483,510,F3
410,605,507,505,498,469,483,510,F3
417,604,508,507,499,471,487,511,F3
425,597,507,506,497,471,485,509,F3
429,589,504,507,500,480,485,510,F3
435,580,508,507,497,473,483,510,F3
444,575,509,509,501,468,489,510,F3
453,565,508,508,497,472,483,509,F3
459,556,508,506,499,472,484,510,F3
467,550,509,509,498,471,484,510,F3
476,544,508,507,497,472,485,510,F3
492,528,509,506,498,472,484,510,F3
499,521,508,508,498,473,484,509,F3
497,519,507,502,498,473,484,509,F3
497,518,508,507,497,472,486,510,F3
502,517,508,506,475,472,486,510,F3
502,517,507,507,498,474,484,509,F3
501,516,509,507,498,472,484,502,F3
503,516,507,507,498,472,485,510,F3
505,513,508,507,497,472,485,510,F3
502,514,508,505,497,474,484,509,F3
503,516,508,509,497,472,484,510,F3
505,514,509,508,497,472,485,511,F3
504,512,510,507,497,472,484,510,F3
505,514,508,507,497,472,485,509,F3
504,513,508,508,497,442,485,504,F3
504,515,508,507,497,472,486,509,F3
499,504,510,506,508,472,486,509,F3
490,501,507,506,497,473,485,509,F3
481,513,506,504,497,470,485,509,F3
475,491,509,506,497,472,487,509,F3
472,488,508,507,502,472,487,510,F3
458,486,508,506,497,472,485,510,F3
446,484,508,505,497,472,485,510,F3
424,499,507,508,497,472,485,509,F3
410,511,508,506,498,472,485,509,F3
391,521,507,506,497,472,485,509,F3
381,537,508,507,497,467,485,510,F3
373,554,508,507,498,472,485,510,F3
369,568,509,507,498,472,485,509,F3
364,589,507,508,497,485,485,508,F3
373,603,507,506,498,472,485,510,F3
382,615,507,506,497,472,487,510,F3
392,623,507,507,498,472,485,510,F3
396,617,508,507,497,473,485,510,F3
403,616,506,507,497,472,485,508,F3
408,610,509,506,497,472,484,509,F3
412,608,507,507,499,472,485,508,F3
417,600,508,507,497,472,485,509,F3
423,594,508,499,498,466,486,510,F3
431,588,508,508,497,472,484,509,F3
438,583,508,507,497,472,484,510,F3
448,573,507,510,498,475,485,510,F3
454,566,508,508,498,472,485,510,F3
461,557,508,506,499,472,489,510,F3
469,551,507,508,497,472,485,510,F3
478,543,508,508,498,472,486,510,F3
491,528,507,506,498,473,485,510,F3
496,522,507,505,498,472,486,509,F3
496,522,508,507,497,472,485,509,F3
502,518,510,507,504,472,489,509,F3
499,516,508,507,497,474,485,508,F3
501,516,508,508,498,467,485,509,F3
502,517,508,506,497,472,486,510,F3
503,516,507,505,497,472,447,510,F3
504,515,508,507,497,473,485,509,F3
505,515,510,508,498,473,485,510,F3
502,514,507,506,497,472,486,509,F3
503,514,508,507,498,472,486,509,F3
503,513,507,507,497,473,485,510,F3
505,515,507,507,497,473,485,510,F3
505,514,508,506,497,472,486,510,F3
504,511,508,507,497,472,447,509,F3
496,505,509,507,497,473,485,510,F3
489,494,507,502,497,468,485,510,F3
480,497,507,504,497,470,486,510,F3
476,492,508,508,497,472,487,510,F3
467,488,507,506,499,472,486,510,F3
458,485,508,507,497,472,485,509,F3
445,485,507,507,497,472,486,510,F3
422,503,507,508,498,472,486,509,F3
404,515,506,507,497,472,485,510,F3
394,522,507,505,497,472,485,510,F3
350,606,508,507,497,472,485,510,F3
413,529,507,507,497,472,483,509,F3
374,552,506,508,497,482,485,509,F3
370,596,509,507,497,472,485,509,F3
375,609,508,508,497,473,486,509,F3
383,616,507,505,497,472,486,510,F3
389,619,507,506,497,476,486,510,F3
397,619,506,506,497,472,485,509,F3
402,615,508,504,497,472,485,509,F3
409,613,509,507,497,473,486,510,F3
410,606,508,508,497,473,486,510,F3
417,598,507,507,497,469,486,510,F3
425,593,508,506,497,472,485,509,F3
432,589,509,506,497,472,449,509,F3
438,580,509,507,498,474,486,510,F3
444,572,508,506,497,472,486,510,F3
453,564,508,506,499,472,487,509,F3
462,557,508,507,497,472,486,510,F3
468,548,508,507,497,477,487,510,F3
476,540,507,507,497,473,486,509,F3
493,526,511,509,497,472,486,510,F3
497,522,508,508,497,472,486,509,F3
501,518,508,507,498,472,486,509,F3
501,521,508,506,497,471,486,509,F3
500,521,508,507,497,474,489,509,F3
502,517,507,506,497,473,486,509,F3
501,513,508,507,498,473,492,510,F3
506,516,508,507,497,473,486,509,F3
504,516,509,507,497,450,488,510,F3
503,515,507,508,497,472,487,509,F3
504,516,507,507,497,473,472,509,F3
506,515,508,509,497,476,486,509,F3
504,515,508,508,497,472,486,509,F3
505,513,508,507,497,472,487,508,F3
503,514,505,507,511,473,495,509,F3
503,513,509,507,497,475,486,509,F3
495,504,508,506,497,473,487,508,F3
489,500,507,507,494,473,487,510,F3
482,494,509,508,497,474,486,510,F3
474,492,507,506,497,472,486,509,F3
468,486,508,505,497,473,487,509,F3
458,486,507,507,497,473,486,510,F3
443,487,509,507,497,475,486,510,F3
420,503,508,507,497,473,486,509,F3
406,513,508,507,499,473,487,509,F3
395,525,508,507,497,473,486,509,F3
377,540,508,507,497,475,486,509,F3
370,554,508,507,497,472,487,510,F3
368,575,507,505,497,473,486,509,F3
367,592,506,507,497,473,478,509,F3
370,607,507,506,497,473,486,511,F3
381,616,508,506,497,473,486,509,F3
392,620,506,507,497,473,486,509,F3
397,619,508,506,497,473,476,509,F3
401,615,508,507,497,473,486,510,F3
407,611,506,507,497,471,486,510,F3
415,607,507,507,497,473,486,510,F3
419,603,509,507,497,473,486,509,F3
426,595,507,507,497,473,486,509,F3
432,587,509,509,497,474,486,510,F3
439,580,508,506,497,473,486,510,F3
449,573,507,506,493,473,487,510,F3
455,566,508,506,497,473,486,510,F3
461,556,508,507,497,473,487,510,F3
469,550,507,509,498,473,488,508,F3
479,541,506,504,497,473,487,510,F3
496,524,506,506,497,475,486,510,F3
497,525,507,508,497,473,486,510,F3
497,521,508,509,498,473,487,510,F3
501,518,507,508,497,473,487,509,F3
504,517,508,507,497,474,486,511,F3
502,517,508,508,497,474,486,509,F3
501,515,509,507,497,473,487,510,F3
503,516,508,505,497,473,485,509,F3
505,515,509,508,497,473,487,510,F3
504,515,508,507,497,473,487,510,F3
503,515,509,506,497,473,487,510,F3
504,516,509,508,497,473,486,509,F3
506,515,508,507,497,474,487,510,F3
504,513,509,507,497,474,487,509,F3
506,513,507,506,498,473,490,509,F3
505,513,508,506,497,473,487,510,F3
496,506,508,507,497,473,487,511,F3
487,501,509,507,497,474,487,510,F3
481,496,507,507,497,473,494,509,F3
476,491,506,507,497,473,487,510,F3
467,488,507,507,498,481,487,510,F3
457,486,497,506,499,481,489,510,F3
442,487,508,507,496,482,486,510,F3
419,503,508,509,504,482,479,509,F3
405,514,507,508,497,475,486,510,F3
392,526,506,507,497,457,487,512,F3
381,540,508,505,499,473,490,510,F3
372,561,509,507,498,473,479,508,F3
365,577,507,506,497,474,487,510,F3
368,593,506,501,497,466,487,509,F3
379,608,507,507,497,473,486,510,F3
385,617,508,506,500,473,491,509,F3
389,621,509,506,497,474,487,510,F3
400,618,509,506,497,473,487,503,F3
403,616,507,505,497,473,487,510,F3
405,612,509,507,497,473,487,509,F3
413,606,508,507,498,474,487,509,F3
417,598,508,507,497,475,488,509,F3
427,594,509,507,497,473,487,509,F3
430,587,507,507,497,473,487,510,F3
440,579,508,508,497,473,487,510,F3
447,573,508,508,497,474,486,509,F3
456,565,508,506,497,474,489,509,F3
464,557,509,507,475,474,482,510,F3
470,548,506,508,497,475,487,511,F3
479,539,506,508,497,474,487,510,F3
495,525,508,506,497,474,488,510,F3
498,521,507,506,497,474,487,510,F3
498,520,508,506,497,476,487,511,F3
499,520,507,507,497,474,487,509,F3
499,519,508,508,497,473,488,510,F3
502,516,508,507,497,474,486,509,F3
503,515,508,507,497,475,487,511,F3
505,517,509,506,497,473,486,510,F3
504,515,508,508,497,474,487,510,F3
503,516,508,504,497,474,486,509,F3
504,515,507,506,497,474,488,510,F3
503,513,509,508,497,474,487,509,F3
503,513,509,508,497,474,489,509,F3
505,514,508,507,497,474,488,509,F3
506,512,507,507,497,476,487,509,F3
502,509,506,507,497,474,487,509,F3
495,504,507,508,497,474,487,510,F3
487,499,507,505,497,474,488,509,F3
480,495,509,504,497,480,487,510,F3
472,490,507,509,497,475,487,511,F3
466,487,509,512,498,471,494,509,F3
457,485,508,506,497,474,489,510,F3
442,487,507,508,497,474,482,510,F3
415,504,507,506,497,476,487,510,F3
403,516,507,506,497,474,487,505,F3
392,526,508,507,499,474,490,510,F3
378,542,507,508,497,474,487,509,F3
368,559,508,506,497,474,487,511,F3
367,576,508,506,497,474,487,515,F3
369,594,508,507,497,474,487,510,F3
377,608,505,506,489,474,484,509,F3
381,617,509,507,497,474,487,510,F3
396,621,508,506,497,474,487,509,F3
399,619,508,507,497,474,486,509,F3
402,615,507,507,497,474,487,509,F3
408,608,508,506,497,474,487,510,F3
413,605,508,506,497,474,491,510,F3
418,600,509,505,497,474,488,510,F3
424,592,507,507,497,474,487,510,F3
433,586,509,507,497,474,487,509,F3
441,579,506,506,497,474,487,509,F3
449,569,509,508,484,474,484,509,F3
459,560,508,508,497,475,487,510,F3
462,555,507,508,496,473,487,510,F3
471,547,509,507,496,474,488,510,F3
482,540,506,505,497,477,487,510,F3
493,525,507,508,497,474,487,509,F3
496,523,509,506,498,474,490,510,F3
498,520,508,507,497,474,488,510,F3
500,517,507,508,497,476,488,510,F3
501,518,508,509,497,473,487,508,F3
502,520,507,502,498,476,490,510,F3
503,515,508,506,496,474,488,509,F3
503,514,508,507,475,475,489,510,F3
504,514,508,507,497,475,487,509,F3
503,517,508,509,496,475,488,508,F3
502,514,509,507,497,474,488,510,F3
507,515,508,507,496,474,488,509,F3
506,512,508,506,496,475,487,509,F3
503,512,508,507,497,475,488,510,F3
505,511,508,507,496,474,489,510,F3
504,510,507,506,496,474,488,510,F3
494,504,510,508,496,476,488,510,F3
486,500,507,508,496,475,487,494,F3
480,494,509,506,497,474,489,510,F3
472,491,508,506,456,474,473,510,F3
466,487,508,506,496,474,487,510,F3
453,485,507,494,496,466,488,508,F3
440,487,506,498,496,466,488,508,F3
418,505,506,505,496,474,488,509,F3
403,516,512,507,496,474,488,510,F3
388,529,507,507,497,476,488,510,F3
377,543,508,499,496,470,488,508,F3
372,561,506,508,496,474,499,510,F3
367,579,506,507,493,474,488,508,F3
367,596,507,509,496,474,488,511,F3
376,611,508,506,496,473,487,509,F3
385,619,506,506,496,474,488,509,F3
393,620,507,507,485,474,487,510,F3
398,619,509,506,496,474,488,509,F3
404,615,509,507,496,474,488,509,F3
408,610,507,507,496,474,488,509,F3
413,606,506,506,496,474,488,510,F3
419,596,507,506,496,474,488,509,F3
426,592,508,506,496,476,488,510,F3
434,586,508,506,496,474,488,510,F3
445,578,505,505,501,475,492,509,F3
449,569,507,509,496,475,488,510,F3
456,562,509,508,496,475,488,507,F3
462,556,508,507,496,474,488,510,F3
471,549,507,506,496,475,489,510,F3
484,535,509,507,496,479,488,510,F3
497,524,509,506,496,475,488,509,F3
496,522,508,507,496,474,491,510,F3
498,519,509,506,496,474,488,509,F3
500,519,509,506,497,476,489,511,F3
502,518,508,506,496,472,488,510,F3
502,516,508,506,496,470,491,509,F3
501,516,507,507,496,474,489,509,F3
502,513,508,506,496,475,488,510,F3
505,515,508,507,496,476,488,508,F3
504,514,509,506,496,475,488,510,F3
503,514,508,507,496,474,489,509,F3
502,516,508,507,496,474,488,509,F3
507,514,507,506,496,475,489,509,F3
502,514,506,508,496,472,488,509,F3
504,515,508,506,495,475,489,510,F3
501,510,508,508,496,475,488,510,F3
495,504,508,508,496,476,488,510,F3
485,497,508,505,496,476,488,509,F3
478,494,505,507,496,476,488,510,F3
472,491,508,507,496,475,488,509,F3
465,486,508,507,496,474,489,510,F3
456,485,508,506,496,475,488,508,F3
437,490,509,507,496,476,488,494,F3
416,507,509,506,495,475,488,510,F3
403,515,506,506,495,474,476,509,F3
385,527,508,506,497,481,489,509,F3
377,542,507,507,496,481,488,509,F3
369,563,506,508,495,475,498,509,F3
369,579,508,506,498,474,487,510,F3
371,596,506,507,496,475,489,509,F3
377,611,507,506,496,475,488,509,F3
387,611,507,510,496,474,488,510,F3
395,621,508,507,495,475,489,510,F3
400,619,507,507,496,475,440,510,F3
402,612,507,507,495,475,489,510,F3
408,609,508,507,496,475,488,510,F3
416,606,508,509,495,475,490,509,F3
421,601,508,506,496,475,491,510,F3
428,594,508,508,495,475,489,510,F3
434,584,509,508,495,474,489,509,F3
442,578,509,506,495,475,488,509,F3
449,570,515,507,501,475,492,510,F3
458,563,507,505,495,475,489,510,F3
461,554,507,509,495,475,489,509,F3
470,548,510,507,496,475,491,511,F3
482,537,509,508,495,475,489,508,F3
495,524,508,507,495,480,489,510,F3
498,520,510,507,495,475,489,509,F3
500,520,506,507,496,475,491,510,F3
501,517,508,506,495,475,489,511,F3
501,516,508,507,499,477,491,509,F3
502,515,508,508,495,476,489,510,F3
501,517,506,503,497,476,492,510,F3
501,515,507,507,495,475,489,509,F3
504,514,507,507,495,475,483,510,F3
506,514,506,507,495,477,490,510,F3
503,515,507,507,495,475,489,509,F3
504,514,507,505,495,475,490,510,F3
504,514,507,507,495,475,490,510,F3
506,516,508,508,495,476,489,510,F3
506,512,508,507,495,471,489,510,F3
500,509,507,508,495,475,491,509,F3
494,503,507,507,495,475,490,509,F3
486,499,507,507,495,476,489,511,F3
479,495,508,506,495,476,490,496,F3
471,493,507,506,495,475,489,509,F3
463,488,508,508,495,475,461,509,F3
453,487,507,508,495,475,490,510,F3
436,490,510,495,495,467,490,508,F3
416,507,509,507,495,475,490,509,F3
403,515,507,508,496,475,488,509,F3
387,529,508,507,496,476,490,509,F3
379,546,507,505,495,471,490,509,F3
369,564,506,507,497,475,499,509,F3
368,583,508,506,495,475,490,511,F3
368,598,509,507,496,475,490,510,F3
376,610,507,506,495,475,490,509,F3
386,619,508,508,495,475,490,509,F3
397,620,508,507,495,475,490,510,F3
398,618,506,507,495,475,479,509,F3
490,527,509,507,495,481,493,510,F4
489,532,508,507,494,480,493,510,F4
486,530,509,506,495,480,494,510,F4
486,533,508,507,495,480,493,510,F4
485,531,509,508,495,481,494,510,F4
484,532,507,506,495,480,493,510,F4
485,533,508,507,496,480,494,510,F4
483,533,510,507,495,480,493,510,F4
484,536,509,507,495,480,493,511,F4
481,535,507,505,495,481,493,509,F4
482,534,509,508,494,480,493,508,F4
484,533,507,506,495,480,494,509,F4
486,534,508,507,495,480,493,510,F4
487,533,508,506,495,481,493,509,F4
488,529,509,507,495,481,493,509,F4
492,528,509,505,495,477,493,509,F4
496,522,508,507,495,480,493,510,F4
499,519,508,507,495,481,492,509,F4
507,511,508,507,495,481,493,510,F4
507,510,508,506,495,480,493,509,F4
508,510,510,507,495,480,493,510,F4
508,511,509,507,495,481,493,509,F4
509,510,508,507,494,480,492,509,F4
517,502,508,507,495,480,493,509,F4
514,503,509,508,495,480,493,504,F4
495,522,509,506,495,481,492,511,F4
501,516,508,507,495,481,493,510,F4
515,505,509,507,495,480,492,509,F4
506,509,508,506,495,480,492,509,F4
506,510,507,506,495,480,493,510,F4
507,512,507,507,495,481,492,509,F4
511,511,508,507,494,480,492,510,F4
507,511,508,506,495,480,492,510,F4
509,510,509,508,495,480,492,509,F4
506,510,509,507,495,480,492,510,F4
506,512,509,507,495,481,493,509,F4
506,511,509,508,495,481,492,510,F4
505,510,508,508,495,480,492,510,F4
505,510,508,506,495,481,492,510,F4
504,513,510,507,495,481,492,510,F4
503,515,508,507,495,480,493,510,F4
499,519,508,508,495,480,492,508,F4
498,521,508,508,495,481,492,508,F4
495,523,509,505,495,481,492,510,F4
495,525,507,506,495,480,492,509,F4
494,526,509,506,495,480,494,510,F4
491,528,508,507,495,481,492,510,F4
488,531,509,508,495,484,492,510,F4
487,531,508,507,495,481,492,510,F4
486,533,509,508,495,481,492,510,F4
486,532,510,507,495,481,493,510,F4
485,533,507,508,495,480,492,509,F4
485,533,509,507,496,480,493,510,F4
485,534,508,508,496,481,493,510,F4
485,534,509,507,495,480,492,510,F4
483,535,509,507,495,481,493,510,F4
485,535,509,507,495,480,492,510,F4
484,533,509,508,495,481,492,509,F4
487,532,508,507,496,481,493,510,F4
487,530,509,507,495,481,492,509,F4
488,527,508,507,496,477,492,507,F4
491,527,507,506,495,482,493,510,F4
495,523,508,508,495,482,492,510,F4
501,518,507,507,495,481,492,510,F4
507,512,508,506,495,480,492,509,F4
509,510,508,507,495,480,493,510,F4
508,509,506,507,495,481,492,510,F4
512,510,508,507,494,481,492,509,F4
508,508,509,506,495,480,493,510,F4
507,510,508,506,495,481,493,510,F4
508,512,508,508,495,481,493,510,F4
508,511,509,507,495,481,493,509,F4
508,512,509,507,495,481,493,509,F4
507,510,508,507,495,481,493,509,F4
509,512,508,507,495,480,492,510,F4
509,511,506,505,495,480,493,510,F4
507,512,508,507,499,481,488,509,F4
508,509,508,507,496,481,492,510,F4
508,511,507,508,495,481,493,509,F4
509,510,507,508,495,480,493,509,F4
506,512,508,509,495,481,493,509,F4
505,510,508,507,496,481,493,510,F4
506,511,509,508,495,481,493,509,F4
505,511,509,507,495,481,493,509,F4
507,512,508,509,495,481,493,509,F4
506,513,509,508,495,481,493,509,F4
503,516,509,508,495,481,493,509,F4
498,520,509,507,495,481,493,510,F4
495,520,509,507,495,481,493,510,F4
495,523,507,507,495,482,492,510,F4
493,525,509,508,495,480,493,508,F4
491,524,509,508,496,481,493,511,F4
493,526,509,508,495,481,493,510,F4
487,530,509,507,495,481,493,509,F4
487,530,509,507,495,481,493,509,F4
484,533,508,507,495,481,494,509,F4
486,533,508,508,495,481,492,509,F4
486,533,509,507,495,481,494,508,F4
485,534,508,506,495,481,493,509,F4
483,533,508,507,495,481,492,510,F4
483,536,506,508,496,480,493,509,F4
483,535,508,507,496,475,494,510,F4
484,533,508,507,496,481,493,510,F4
484,532,509,506,495,481,493,511,F4
487,533,509,508,495,481,494,510,F4
488,530,508,506,495,481,494,508,F4
489,528,508,507,496,480,494,509,F4
492,526,509,507,495,480,494,509,F4
496,523,508,506,495,481,493,509,F4
500,519,507,507,495,481,493,510,F4
510,512,508,508,493,481,492,509,F4
507,510,507,507,495,481,493,509,F4
508,511,507,507,495,481,493,509,F4
508,511,509,507,495,481,493,509,F4
508,512,508,508,495,481,493,510,F4
508,511,509,505,495,481,493,510,F4
508,510,508,508,495,482,493,509,F4
508,511,509,506,495,480,493,509,F4
508,510,509,506,495,481,494,510,F4
508,510,509,505,495,481,493,508,F4
506,510,507,506,495,481,494,510,F4
507,508,508,507,495,481,494,509,F4
507,512,510,507,495,480,493,509,F4
508,509,507,507,495,481,494,510,F4
508,513,509,508,495,481,494,510,F4
507,513,509,506,495,482,494,510,F4
508,511,509,507,495,481,494,510,F4
506,510,509,508,496,481,494,509,F4
508,510,507,507,494,481,493,509,F4
506,511,508,507,495,481,493,509,F4
505,514,508,501,495,473,494,510,F4
506,514,508,507,495,481,494,510,F4
502,516,507,508,499,481,486,509,F4
495,521,506,505,495,481,494,509,F4
496,522,508,507,495,482,494,510,F4
495,521,509,507,495,482,493,508,F4
496,524,508,509,495,481,492,509,F4
491,527,508,506,495,481,494,509,F4
490,527,508,509,495,482,494,507,F4
489,528,509,506,495,481,494,503,F4
485,530,508,506,495,483,494,510,F4
485,533,509,507,495,481,494,509,F4
487,531,506,507,495,480,493,509,F4
483,532,509,507,495,482,493,510,F4
485,532,510,506,495,481,495,509,F4
484,535,508,506,495,481,493,510,F4
484,534,508,506,495,481,493,508,F4
483,535,509,508,495,483,494,510,F4
485,533,508,507,495,481,493,510,F4
485,534,508,507,496,482,494,509,F4
486,532,507,508,495,481,492,510,F4
488,528,509,507,496,481,493,510,F4
491,526,508,505,496,481,493,510,F4
492,526,508,508,496,481,493,510,F4
496,525,507,507,487,482,490,510,F4
501,517,508,506,496,482,493,510,F4
506,512,507,508,496,481,493,510,F4
508,509,508,507,495,482,493,509,F4
506,513,507,507,495,482,493,511,F4
508,510,507,507,495,481,492,510,F4
508,509,508,507,495,481,494,509,F4
510,508,508,501,495,471,493,510,F4
507,509,507,508,495,482,493,511,F4
508,507,508,505,496,481,493,510,F4
506,509,509,508,496,481,493,509,F4
509,511,508,508,496,481,493,510,F4
509,510,508,508,496,482,493,509,F4
507,510,508,506,496,481,493,511,F4
507,511,509,506,495,481,493,509,F4
509,510,510,506,496,481,493,509,F4
509,509,509,507,496,481,493,509,F4
508,509,507,506,496,481,493,509,F4
505,511,508,507,496,481,492,510,F4
508,513,508,507,496,481,493,509,F4
506,512,509,506,496,481,493,509,F4
506,512,509,507,496,482,493,510,F4
504,512,507,507,496,481,493,509,F4
505,513,508,506,496,481,493,510,F4
502,515,507,507,496,482,493,509,F4
498,521,510,508,496,482,493,510,F4
495,521,508,508,495,482,493,510,F4
496,522,508,510,496,481,494,509,F4
493,524,511,508,496,481,493,509,F4
491,525,507,507,496,482,494,509,F4
490,527,508,507,497,482,492,509,F4
485,532,508,507,496,482,492,509,F4
486,532,508,507,496,481,493,509,F4
488,534,509,505,496,482,493,510,F4
485,530,510,507,496,481,493,510,F4
485,534,509,507,495,482,493,509,F4
485,532,508,507,496,482,492,510,F4
482,533,508,506,496,481,493,511,F4
484,534,507,507,496,480,493,509,F4
484,535,509,508,496,481,493,510,F4
485,535,508,507,496,482,492,510,F4
485,532,509,507,496,482,493,511,F4
486,534,508,505,496,479,494,509,F4
487,531,507,505,496,480,493,509,F4
491,528,508,506,496,482,493,510,F4
493,526,508,505,496,482,493,511,F4
497,522,507,507,496,482,493,509,F4
505,514,508,506,495,481,493,509,F4
507,511,508,507,496,481,494,509,F4
506,512,506,507,496,481,493,510,F4
508,511,509,506,495,482,493,509,F4
508,510,508,507,496,482,493,509,F4
508,511,508,506,496,482,494,509,F4
507,510,508,505,496,482,494,509,F4
509,511,508,507,496,482,494,510,F4
506,510,508,507,496,482,493,509,F4
509,510,508,507,496,481,493,510,F4
507,511,506,507,496,481,493,509,F4
508,510,507,507,496,482,493,509,F4
507,511,509,508,496,482,483,511,F4
507,511,508,507,496,481,494,509,F4
506,511,509,506,496,482,493,508,F4
508,510,508,506,496,480,493,508,F4
505,511,508,507,496,481,494,509,F4
507,513,509,506,496,482,494,510,F4
505,510,509,507,496,481,493,510,F4
504,511,508,507,496,481,494,511,F4
505,512,510,506,496,482,494,510,F4
506,512,510,507,496,482,493,509,F4
503,513,509,509,496,482,494,509,F4
499,515,508,506,496,482,494,510,F4
498,519,507,508,496,482,494,509,F4
497,522,508,507,496,482,494,509,F4
495,522,508,506,496,482,492,509,F4
494,524,507,507,496,481,494,509,F4
493,525,508,506,496,482,493,510,F4
491,528,509,507,496,482,494,510,F4
487,531,507,506,496,482,494,509,F4
487,533,507,507,496,482,494,509,F4
486,533,507,507,496,481,493,509,F4
486,533,509,506,496,481,494,510,F4
485,532,509,506,496,482,494,509,F4
486,535,507,508,496,482,493,510,F4
483,534,507,506,496,482,493,509,F4
484,533,510,508,496,481,494,510,F4
483,533,509,508,496,481,494,510,F4
485,534,509,506,496,482,494,510,F4
485,534,508,509,496,482,493,509,F4
487,531,509,507,496,482,493,509,F4
488,529,508,507,496,483,494,510,F4
490,526,509,507,496,482,494,510,F4
493,526,506,506,496,482,494,509,F4
496,522,508,508,496,482,494,509,F4
504,514,507,507,496,481,493,509,F4
505,512,507,508,496,482,493,510,F4
508,510,510,507,496,482,494,509,F4
507,504,509,508,496,477,493,510,F4
507,509,509,507,496,482,493,510,F4
509,511,508,506,496,482,494,509,F4
505,510,508,506,496,481,493,508,F4
508,510,507,506,496,482,493,510,F4
507,510,506,507,496,481,494,511,F4
508,511,508,508,496,482,493,509,F4
509,510,509,508,496,482,493,509,F4
509,511,508,507,496,483,494,510,F4
507,510,507,507,496,474,494,508,F4
507,508,509,507,496,483,494,510,F4
509,511,508,507,496,482,494,510,F4
508,511,506,507,496,481,492,510,F4
508,510,508,508,496,481,494,509,F4
505,509,508,507,496,481,494,510,F4
506,513,509,508,496,482,493,509,F4
507,511,507,508,496,482,494,510,F4
505,512,507,506,496,482,494,509,F4
505,512,507,507,496,482,493,509,F4
504,514,507,508,496,482,494,510,F4
500,516,508,508,496,482,493,510,F4
496,521,507,507,496,482,494,509,F4
495,522,509,508,497,482,493,509,F4
495,524,507,508,496,483,493,509,F4
495,524,509,507,496,482,492,510,F4
492,526,510,508,496,481,494,507,F4
490,530,507,506,496,480,493,509,F4
487,530,508,506,496,482,492,510,F4
486,533,507,505,496,482,491,510,F4
485,531,506,507,496,481,493,509,F4
486,531,509,507,496,482,493,509,F4
484,533,508,508,496,482,494,508,F4
484,535,509,507,496,482,494,509,F4
484,534,509,506,496,481,493,509,F4
485,535,507,508,496,483,493,509,F4
482,535,508,507,496,482,495,510,F4
484,533,508,508,496,481,494,511,F4
484,533,507,506,496,482,494,509,F4
488,534,507,507,491,482,494,509,F4
488,528,506,506,497,482,493,510,F4
491,527,507,508,497,482,494,509,F4
492,524,510,508,496,482,494,510,F4
496,521,508,507,496,482,493,510,F4
505,514,509,507,496,482,493,510,F4
506,511,509,506,496,482,493,511,F4
506,512,506,507,496,482,493,509,F4
508,510,508,510,496,477,493,510,F4
507,511,509,507,496,482,494,509,F4
508,509,508,507,496,482,493,510,F4
507,511,507,506,496,482,493,510,F4
508,509,509,507,496,482,494,509,F4
507,511,508,508,496,482,493,509,F4
510,509,507,507,496,482,493,509,F4
508,511,509,505,495,482,493,509,F4
506,510,508,506,497,482,493,509,F4
507,510,507,507,496,500,493,508,F4
507,511,508,506,496,482,493,510,F4
506,510,508,507,496,482,493,510,F4
507,510,509,507,497,482,492,509,F4
508,512,508,506,496,482,494,509,F4
506,511,509,507,496,482,494,509,F4
506,512,509,507,496,482,493,510,F4
506,511,507,507,496,482,493,509,F4
506,512,508,507,496,482,493,510,F4
506,512,509,506,496,482,494,510,F4
503,513,507,507,496,482,493,509,F4
500,518,509,508,496,482,493,510,F4
498,521,507,506,496,482,492,508,F4
496,522,507,507,496,483,493,508,F4
493,523,508,506,496,481,493,509,F4
494,525,509,508,496,482,493,510,F4
492,527,507,509,497,482,494,510,F4
489,528,509,507,496,482,493,509,F4
487,530,509,507,496,482,493,510,F4
486,531,507,503,496,472,493,509,F4
487,532,508,508,496,482,493,509,F4
484,534,507,507,496,482,482,509,F4
486,533,507,507,496,482,493,510,F4
484,533,509,506,496,482,491,510,F4
484,534,508,507,496,482,494,510,F4
484,533,508,507,496,482,494,510,F4
483,536,509,507,496,482,494,510,F4
483,533,508,508,496,482,494,510,F4
486,533,508,505,496,482,493,510,F4
488,532,509,506,496,481,494,510,F4
490,531,508,506,496,482,494,509,F4
492,528,505,507,498,483,495,509,F4
